Product Name,SKU,Price,Description,Image URL,Link
"2022 Domaine Louis Michel Chablis Grand Cru ""Vaudesir""",1783569,$99.99,"92-95 points Jasper Morris: ""Grown on the cooler flank so picked later on 7th September. Pale to mid lemon in colour. What a high-class bouquet, cool fresh white fruit, all in perfect place, so the picking date was evidently well chosen. Serene on the palate, the flesh is well distributed and the aftertaste engaging. Drink from 2028-2038. "" (10/2023)   93-95 points Vinous: ""The 2022 Chablis Vaudésir Grand Cru comes from two parcels on the north-facing part of the climat, 60- and 70-year-old vines. It has a poised and focused bouquet with hints of white p...",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1783569&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=191
2022 Domaine Geantet-Pansiot Hautes-Cotes-de-Nuits Rouge,1748606,$34.99,"Burghound: ""There is enough reduction present to push the fruit to the background. More interesting are the racy and delicious middleweight flavors that retain good detail and a subtle minerality on the dusty, inviting and refreshing finish. This should be approachable young after 2 to 3 years of keeping."" (01/2024)",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1748606&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=192
"2021 Jiménez-Landi ""El Corralón"" Méntrida Sierra de Gredos",1778067,$19.99,"92 points James Suckling: ""Wild strawberries, spiced cranberries, blueberries and Mediterranean herbs on the nose, following through to a flavorful, medium-bodied palate with firm, dusty tannins that sre fully woven into the berry fruit. Drink or hold."" (07/2022)",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1778067&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=193
"2022 Domaine François Carillon Chassagne-Montrachet 1er Cru ""Les Macherelles""",1757841,$169.99,"90-92 points Jasper Morris: ""One of the fuller colours. This has taken on quite a crunchy, almost savoury aspect, and has a saline grapey character too. On balance, I find this less fine than the village Chassagne. Drink from 2027-2033. "" (01/2024)",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757841&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=194
"2019 Di Costanzo ""Caldwell Vineyard"" Coombsville Cabernet Sauvignon",1787238,$124.95,"98 points Wine Enthusiast: ""From the mighty Caldwell, one of the pioneers of Coombsville, this 100% varietal wine is tart and tangy in currant, orange peel and fresh, lasting acidity. Complex and structured in graceful, powerful tannin, it unleashes plenty of power beneath a framework of elegant understatement and intrigue.""  97 points Vinous: ""The 2019 Cabernet Sauvignon Caldwell Vineyard presents a stunning expression of this Coombsville site. Ample and potent, the 2019 has an extra kick of mid-palate richness over the 2018. Blood orange, rose petal, s...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1787238&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=195
"2020 Domaine Anne Parent Pommard 1er Cru ""Les Epenots""",1765819,$149.99,"92-95 points Jasper Morris: ""A blend of Grands and Petits Epenots, with half whole bunch and half new wood. Brisk crimson purple with a heady yet also floral nose, full of charm. Strong, firm, weighty, light menthol touch, raspberry/strawberry cusp, a little acidity very discreet tannins and fine length. Excellent!"" (01/2022)   92-94 points Vinous: ""Including 50% whole bunch and new oak, the 2020 Pommard Les Epenots 1er Cru was a little reduced on the nose, but it opened with aeration to reveal intense red fruit, cassis and a touch of violet, though the ...",https://cdn.klwines.com/images/skus/shiner_red_burgundy_m.jpg,https://www.klwines.com/p/i?i=1765819&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=196
"2023 Andreola ""Mas De Fer"" Rive di Soligo Valdobiadene Prosecco Superiore",1787589,$21.99,"Decanter: "" ""  K&L Notes: The Andreola ""Mas De Fer"" Rive di Soligo Valdobbiadene Prosecco is a premium expression of Valdobbiadene Prosecco Superiore DOCG, crafted from grapes grown on the steep hillsides of the Rive di Soligo, one of the most prestigious sub-zones in the region. The ""Rive"" designation highlights the steep vineyard slopes and the specific terroir, which yield wines of exceptional quality and character.   Made exclusively from Glera grapes, this Prosecco is characterized by its refined elegance and intense aromas of green apple, pear, and...",https://cdn.klwines.com/images/skus/shiner_sparkling_m.jpg,https://www.klwines.com/p/i?i=1787589&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=197
2022 Domaine Geantet-Pansiot Chambolle Musigny Vieilles Vignes,1748612,$109.99,"89-91 points Burghound: ""Note: from Pas de Chat, Les Athets and Les Fouchères. A cool and airy essence of red cherry is laced with subtle floral and spice nuances, especially anise. The succulent and refined middleweight flavors possess a satiny mouthfeel and ample minerality that surfaces on the sneaky long and youthfully austere finish where a lovely touch of salinity adds to the overall appeal. This is lovely and worth checking out plus it should age gracefully."" (01/2024)",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1748612&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=198
"2013 Le Chiuse ""Diecianni"" Brunello di Montalcino (Elsewhere $240)",1786670,$199.99,"100 points Wine Enthusiast: ""Dark spice, pipe tobacco, blue flower, crushed herb and wild berry are just some of the aromas you'll find on this stunningly beautiful, fragrant red. Vibrant and elegant, the radiant palate has great intensity and energy, delivering juicy Marasca cherry, pomegranate, white pepper and star anise set against a backbone of bright acidity and firm, refined tannins. A classic Brunello, with stunning body and superb pedigree, it will age for decades. Drink 2023–2043. *#2 Top 100 Cellar Selection of 2018s* (KO)"" (05/2018)   97 poin...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1786670&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=199
"2023 Mark Herold ""Uboldi Vineyard"" Sonoma Valley Sauvignon Blanc",1774532,$32.95,,https://cdn.klwines.com/images/skus/shiner_white_m.jpg,https://www.klwines.com/p/i?i=1774532&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=200
"2022 Domaine Parent Bourgogne Côte d'Or Rouge ""Sélection Pomone""",1759481,$49.99,"93 points Decanter: ""The stellar 2022 Sélection Pomone, with its elegance, density, and complexity, is just one example. It hits far above its weight and class. The Sélection Pomone comes from 50+ year-old vines that lie just outside of the Pommard village appellation. Anne ages it in 600-litre barrels. It’s a splendid Bourgogne Rouge and reinforces my mantra of producer, producer, producer. Yes, appellation is important, but wines with lesser pedigrees made by top producers, especially from old vines, frequently out-perform their appellation.(MA)"" (11/2...",https://cdn.klwines.com/images/skus/shiner_red_burgundy_m.jpg,https://www.klwines.com/p/i?i=1759481&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=201
"Pegasus Distillerie ""Pegasus"" Vodka (700ml)",1752236,$29.99,,https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=1752236&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=202
Zackariah Harris Kentucky Straight Bourbon (1L),1595649,$14.99,Straight Kentucky Bourbon from 1792 for 15 bucks? Yep - Zackariah Harris is to 1792 as Benchmark is to Buffalo Trace. If you're looking for delicious cheap hooch out of Kentucky - look no further.,https://cdn.klwines.com/images/skus/shiner_spirits_m.jpg,https://www.klwines.com/p/i?i=1595649&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=203
2022 Domaine Geantet-Pansiot Charmes-Chambertin Grand Cru,1748610,$279.99,"91-94 points Burghound: ""Note: from a parcel of 50+ year old vines in Charmes proper that abuts Griotte. A moderately toasty nose is comprised by ripe and fresh earth-inflected aromas of wild red and dark berries, violet and a hint of leather. There is better volume still to the rich and well-muscled flavors that possess even better mid-palate concentration if slightly less refinement, all wrapped in a youthfully austere and impressively persistent if rustic and compact finish where a hint of mocha gradually emerges. I like the complexity and overall, th...",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1748610&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=204
"Maguey Melate ""Papalometl Pechuga"" José Erubíel Mota Martínez Zapotitlan Lagunas La Mixteca Uncertified Mezcal (375ml)",1678727,$54.99,,https://cdn.klwines.com/images/skus/1678727m.jpg,https://www.klwines.com/p/i?i=1678727&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=205
"2022 Raventós i Blanc ""Blanc de Blancs"" Brut Conca del Riu Anoia",1788164,$22.99,"92 points Wine Advocate: ""The 2022 Blanc de Blancs comes from the lower terraces of the property and grapes purchased from local growers. It's a blend of 50% Xarel.lo, 30% Macabeo, 15% Parellada and 5% Malvasía de Sitges that refermented in bottle where it was kept with the lees for at least 18 months. It has a pale and bright color with some green tints denoting youth and is clean and fruit-driven with a Mediterranean nose with notes of fennel and aromatic herbs and a tasty palate. It gives good pleasure for the price; it has tension, balance and fruit ...",https://cdn.klwines.com/images/skus/shiner_sparkling_m.jpg,https://www.klwines.com/p/i?i=1788164&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=206
"2019 Domaine Jean Grivot Vosne Romanée 1er Cru ""Les Beaux Monts""",1572648,$329.99,"95-97 points Vinous: ""The 2019 Vosne-Romanée Les Beaux Monts 1er Cru has a little more amplitude on the nose compared to the Aux Brûlées, delivering captivating scents of dark cherries, cassis, crushed violets and a discreet touch of peppermint. The palate is medium-bodied with fine-grained tannins, pitch-perfect acidity and a little savoriness toward the finish, which fans out with cool confidence. This is a superb Vosne-Romanée destined to give 20-plus years of pleasure. (NM)"" (12/2020)   94-96 points Jasper Morris: ""The magical imperial purple colour ...",https://cdn.klwines.com/images/skus/shiner_red_burgundy_m.jpg,https://www.klwines.com/p/i?i=1572648&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=207
"Far West Cider Co ""Rozé"" Cider Co-Fermented with Bing Cherries, California (12oz can)",1704963,$4.74,"From the cidery: ""Our latest batch of this bright pink beverage is here. Fully dry,  we co-ferment a mix of apples with a liberal amount of our own bing cherries. Tangy cherry flavor burst followed by the crisp and bright notes of apple. Pairs well with lite snacks, and a quick yoga session and waterfront views.""",https://cdn.klwines.com/images/skus/beer-genericm.jpg,https://www.klwines.com/p/i?i=1704963&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=208
"2019 Pegaso (Telmo Rodríguez) ""Barrancos de Pizarra"" Garnacha Sierra de Gredos",1787580,$64.99,"96 points Wine Advocate: ""The 2018 Pegaso Barrancos de Pizarra was produced with Garnacha from 80+-year-old vines on slopes rich in schist. It fermented in oak and stainless steel vats and amphorae with indigenous yeasts and matured in 500- and 600-liter French oak barrels for 24 months. Against all odds, because the wines from schist tend to be more closed than the ones from granite, the wine is super expressive and open, aromatic, floral and perfumed. It's powerful and elegant, with structure and freshness, with balance and all the ingredients for a gr...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1787580&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=209
"2019 Produttori del Barbaresco ""Ovello"" Barbaresco Riserva (Pre-Arrival)",1738005,$89.99,"96 points Kerin O'Keefe: ""	The 2019 Ovello Riserva is succulent and enveloping, offering scents of dark-skinned berry, forest floor, violet and new leather. Full-bodied with impressive structure and fruit, it boasts ripe raspberry, black cherry and licorice supported by firm, close-grained tannins that provide the backbone. Fresh acidity keeps it well balanced."" (01/2024)   94 points Vinous: ""The 2019 Barbaresco Riserva Ovello is powerful, savory and intensely linear, in classico Ovello style, and yet it appears to have enough fruit behind its imposing t...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1738005&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=210
"2019 Produttori del Barbaresco ""Pora"" Barbaresco Riserva (Pre-Arrival)",1738006,$89.99,"96 points Kerin O'Keefe: ""The lovely 2019 Pora Riserva from Produttori del Barbaresco offers delicate scents recalling ripe red fruit, culinary spice, new leather and violet while the refined palate features juicy raspberry, liquor soaked cherry and licorice. Tightly-knit, velvety tannins provide enveloping support. Pora is known for its softer tannins and smoother character thank to its more fertile soil, and the these traits come through even in 2019, a vintage known for yielding wines with youthful austerity. "" (01/2024)   92 points Vinous: ""The 2019 ...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1738006&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=211
2000 Leonetti Columbia Valley Merlot,997489,$44.99,"92 points Wine Spectator: ""Almost light in texture, remarkably supple and appealing for its chocolate-scented berry flavors, which pick up intensity on the ultrasmooth finish. More elegant and subtle than most previous vintages, although less powerful. "" (09/2002)   91 points Wine Enthusiast: ""Can anything compare with the glorious Leonetti ’99? This is a fine effort, with its showy mix of red fruits, berry and pomegranate flavors dominating. Though immediately delicious, it is less meaty and muscular than the previous vintage. It’s all about sweet, forw...",https://cdn.klwines.com/images/skus/997489m.jpg,https://www.klwines.com/p/i?i=997489&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=212
"2022 Domaine Verzier ""Empreinte"" St-Joseph",1763900,$29.99,"97 points Decanter: ""Thoroughly engaging with masses of enticing dark fruit underscored by a flourish of minty herbals. Muscular and broad-shouldered with a fluency of fibrous tannins, a tang of lip-smacking acidity and a gorgeous smoky violet finish. (Platinum Medal, DWWA 2024)"" (06/2024)   K&L Notes: Consists of 100% hand-harvested and carefully sorted Syrah sourced from 25-year-old vines that grow in sandy granite soil. Whole cluster fermented, full malolactic fermentation, then aged for 12 months in oak barrels. *Biodynamic*",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1763900&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=213
"There Does Not Exist ""Stag"" West Coast Pale Ale, California (16oz can)",1593929,$3.99,"STAG is our 100% Mosaic pale ale, built simply, with Pilsner malt, Mosaic hops, and zero funny business, pal. The Pilsner malt keeps the body light and lends just a touch of malt character to act as a backbone to the bags of Mosaic hops we threw in. Hopped hot side with Mosaic & then double dry hopped (DDH BRO!) with even more Mosaic the resultant pale ale is explosive with DANK aromas of feijoa, passion blossoms, blueberry, and hippie lettuce.  (Brewery NOtes)",https://cdn.klwines.com/images/skus/beer-genericm.jpg,https://www.klwines.com/p/i?i=1593929&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=214
Tsuji Zenbei Sakuragawa Junmai Tochigi Sake (720ml),1786917,$49.99,"Tsuji Zenbei was founded in the mid-18th century, and the family has passed down the brewing traditions to the current young owner of the brewery, who represents the 16th generation. The brewery is surrounded by very soft local well-water that allows the sake to be more umami. The brewery uses many different types of rice, including Yamadanishiki, Omachi, Gohyakumangoku, Yumenishiki, Tochigi 14, Miyamanishiki, and Ashinoyume, which are all locally sourced. This brewery is well known for the aging process of their sake, which entails five different refrig...",https://cdn.klwines.com/images/skus/shiner_sake_m.jpg,https://www.klwines.com/p/i?i=1786917&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=215
"2022 Marisa Cuomo ""Fiorduva"" Costa d'Amalfi",1783924,$92.99,"Marisa Cuomo ""Fiorduva"" Costa d'Amalfi is an extraordinary white wine made from a blend of rare local grapes, Fenile, Ginestra, and Ripoli, grown on the steep cliffs of the Amalfi Coast. This wine is known for its unique and intense aromatic profile, with notes of ripe tropical fruits, apricot, honey, and floral hints. On the palate, it is rich, with a silky texture, balanced acidity, and a long, complex finish. It's an ideal pairing for seafood, shellfish, and creamy pasta dishes.",https://cdn.klwines.com/images/skus/1783924m.jpg,https://www.klwines.com/p/i?i=1783924&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=216
"2023 Le Doubblé Troubblé ""Pear Blossom Vineyard"" Columbia Gorge Grüner Veltliner",1776088,$22.95,,https://cdn.klwines.com/images/skus/shiner_white_m.jpg,https://www.klwines.com/p/i?i=1776088&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=217
"2020 Domaine Francois Carillon Puligny-Montrachet ""Les Enseignieres""",1658404,$99.99,"93 points Jasper Morris: ""Another pale colour but there is just a little more fruit showing on the nose than the regular village Puligny, along with a little touch of coconut. The fruit is supported by fleshy tones, succulent rather than sloppy. Bring on the langouste cooked over an open fire says François! Drink from 2025-2030. "" (10/2022)   89-91 points Burghound: ""A touch of phenolic character adds breadth to the ripe and smoky aromas of just sliced apple, pear and plenty of acacia blossom. There is outstanding concentration to the palate coating and ...",https://cdn.klwines.com/images/skus/1658404m.jpg,https://www.klwines.com/p/i?i=1658404&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=218
2019 Gian Luca Colombo Barolo (Elsewhere $85),1787892,$64.99,"The Gian Luca Colombo Barolo 2019 is a refined and expressive wine from the hands of Gian Luca Colombo, a talented and innovative winemaker who has gained recognition for his minimal-intervention approach and dedication to crafting terroir-driven wines. Located in Piedmont, the heart of Italy's Barolo region, Colombo works with small, carefully tended vineyard parcels to produce wines that reflect the unique characteristics of their origins.

The 2019 vintage in Barolo is known for its balance and elegance, with a long growing season that allowed the Neb...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1787892&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=219
"2016 Domaine Glinavos ""Paleokerisio"" Semi-Sparkling Orange Wine Epirus Greece (500ml)",1342375,$12.99,"Slightly sweet, slightly sparkling and some skin contact with the grapes makes for one of the most incredibly unique wines from Greece we have ever tasted.  This sits on the verge of natural wine meets sparkling cider meets sour beers.  There's really no way to put into words how fun this is.  You kind of have to try it and see.  (Keith Mabry, Greek Wine Buyer) *Orange Wine, Natural Wine*",https://cdn.klwines.com/images/skus/1342375m.jpg,https://www.klwines.com/p/i?i=1342375&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=220
"2018 Peter Michael ""Belle Côte"" Knights Valley Chardonnay",1466351,$129.99,"98 points James Suckling: ""Attractive aromas of dried lemon zest, pear skin, crushed chalk and almonds. Hint of beeswax and pollen. It’s medium-to full-bodied with crisp acidity. Elegant and refined with lingering crushed stone on a very long finish. Beautiful."" (01/2021)   97 points Wine Advocate: ""An eastern-facing slope on white, dusty soil, this vineyard is the latest of the Peter Michael Chardonnay vineyards to ripen each year. The site is planted mainly to Old Wente and See clone selections with a little Rued clone. Planted in 1990, these are the o...",https://cdn.klwines.com/images/skus/1466351m.jpg,https://www.klwines.com/p/i?i=1466351&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=221
"2018 Peter Michael ""La Carrière"" Knights Valley Chardonnay",1466354,$129.99,"98 points James Suckling: ""Aromas of honeysuckle, lemon curd, dried pineapple, matchstick and toasted hazelnut. It’s medium-to full-bodied with crisp acidity and seamless layers of fruit and flint. Great energy and intensity here. "" (01/2021)   97 points Wine Advocate: ""La Carriere is situated at an elevation of around 1,200-1,700 feet with a rocky, shallow, volcanic soil that gives low fertility and is among the lowest yields of all the Peter Michael vineyards. The vineyard is planted to Dijon and Hyde (Old Wente) clone selections. This 2018 Chardonnay ...",https://cdn.klwines.com/images/skus/1466354m.jpg,https://www.klwines.com/p/i?i=1466354&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=222
"2012 Colgin ""IX Estate - Historic Collection"" Napa Valley Bordeaux Blend 1-Pack in OWC",1735815,$649.00,"100 points Int'l Wine Review: ""The stunning IX Estate Proprietary Red is a simply flawless effort from Colgin in 2012. This compelling blend of Cabernet Sauvignon, Merlot, Cabernet Franc and Petit Verdot is sourced entirely from the Parcel 9 at Colgin's sloping vineyards perched on Pritchard Hill, high above Lake Hennesey. This majestic wine opens with intense aromas of ripe dark currants and blueberries along with smoke and soy sauce which all come together beautifully in the glass. On the palate there are layers of ripe dark fruits along with dark choc...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1735815&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=223
"2022 Domaine Geantet-Pansiot Gevrey Chambertin 1er Cru ""Poissenot""",1748609,$159.99,"91-93 points Burghound: ""Note: from vines planted mostly in 1949. A beautifully layered and attractively fresh nose offers up notes of plum, rose petal, anise and hints of wood toast and the sauvage. There is a lovely mouthfeel to the medium weight and tautly muscular flavors that possess excellent delineation and plenty of minerality that adds a touch of lift to the firm, serious and sneaky long finish where the wood displayed by the nose resurfaces."" (01/2024)",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1748609&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=224
Wilderness Trail (Yellow Label) Bottled In Bond Sweet Mash Wheated Bourbon Whiskey (750ml),1459654,$46.99,"Whisky Advocate: ""Earthy notes of dried leaves, cut grass, and dried herbs on the nose. A thick palate, with cooked berries, grape jelly, tobacco leaf, and chile pepper. This is powerful and needs water, which brings out cocoa, coffee ice cream, cinnamon bun, and bitter oak. On the finish, the oak integrates with orange candy, cherries, cinnamon, camp coffee, and chocolate. Overall very flavorful, though perhaps just a bit barrel-forward. (DF, Winter-2021)""  K&L Notes: Wilderness Trail is one of the craft distilleries in Kentucky that is pushing the enve...",https://cdn.klwines.com/images/skus/1459654m.jpg,https://www.klwines.com/p/i?i=1459654&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=225
"Original Pattern Brewing Co. ""Down the Rabbit Hole"" IPA, California (16oz cans)",1512656,$4.99,,https://cdn.klwines.com/images/skus/beer-genericm.jpg,https://www.klwines.com/p/i?i=1512656&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=226
"2022 Gadais Père et Fils ""Peninsula Vieilles Vignes"" Muscadet Sèvre et Maine Sur Lie",1773562,$19.99,"95 points Decanter: ""Deeply savoury and charismatic with layers of steely mineral character which trail towards the long, salty finish. Impeccable juicy and succulent with weight and substance. (DWWA 2024)"" (06/2024)",https://cdn.klwines.com/images/skus/shiner_white_m.jpg,https://www.klwines.com/p/i?i=1773562&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=227
Fireball Cinnamon Whiskey (750ml),1060767,$17.99,"Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. If you're a Fireball fan you know what I'm talking about.  It's intense, it's spicy, it's just like the candy of the same name.  Great for warming up in the winter.  Watch out!!! This stuff is hot...",https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=1060767&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=228
"2022 Domaine Jean-Marc Burgaud ""Côrcellette"" Morgon",1746498,$29.99,"97 points James Suckling: ""Very deep nose of sour cherries and blackcurrants with great savory complexity. The density, elegance and finesse all make this stand out on the medium- to full-bodied palate. Very long, compact and refined finish that needs some time to open up fully. The second vintage of this wine from vines planted in 1932. Drinkable now, but best from 2026."" (03/2024)   92 points Wine Advocate: ""The 2022 Morgon Corcelette, sourced from La Roche Pilée, is a vivid wine, showing high energy in contrast with its darker flavors of sappy blackbe...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1746498&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=229
1975 Domaine Cazes Rivesaltes Ambré,1782208,$265.00,,https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1782208&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=230
"2017 Bergström ""Shea Vineyard"" Yamhill-Carlton Pinot Noir (1.5L)",1787230,$199.95,"95 points Vinous: ""Limpid ruby. Highly perfumed aromas of black raspberry, cherry cola, candied flowers and exotic spices, along with savory herb and smoky mineral qualities in the background. Juicy and impressively concentrated, showing strong tension to the vibrant red and dark berry, cherry preserve, rose pastille and spicecake flavors. Becomes fleshier with air and finishes extremely long and precise, with sneaky tannins and reverberating florality. (JR)"" (08/2020)   94 points Wine Enthusiast: ""Production is up and quality as high as ever in this yea...",https://cdn.klwines.com/images/skus/shiner_red_burgundy_m.jpg,https://www.klwines.com/p/i?i=1787230&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=231
Di Padrino Sweet Vermouth (750ml),1786873,$3.99,,https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=1786873&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=232
"2017 Boulard-Bauquaire ""Les Fervins"" Verzenay Grand Cru Brut Champagne",1701903,$99.99,"This single vineyard, vintage champagne is from the Les Fervins plot in the grand cru of Verzy, on the north-facing slope of the Mountain of Reims. It is a blend of half and half Pinot Noir and Chardonnay and is one of the most profound bottles of grower Champagne that we carry. It reminded me of Musigny with its iron fist in a velvet glove power and finesse. Nutty, complex, refined and nearly endless on the back end, this is a top example of this Grand Cru! (Gary Westby, K&L Champagne Buyer)",https://cdn.klwines.com/images/skus/1701903m.jpg,https://www.klwines.com/p/i?i=1701903&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=233
2020 Trimbach Riesling Alsace,1654050,$26.99,"93 points Wine Enthusiast: ""Intense aromas of grape skin hints at a developing petrol note show on the nose. On the palate, this wine is racy and rippling, shimmering with acidity. Notes of lemon zest and wet slate are both beautifully characteristic and incredibly food friendly. Pair this with a weeknight pasta or chicken, and you'll feel like you're enjoying a fancy weekend dinner. (LS)"" (05/2023)   92 points James Suckling: "" Although this is packed with citrus, pear and white-peach aromas, it's so pure and straight that the simple description ""fruity...",https://cdn.klwines.com/images/skus/shiner_white_m.jpg,https://www.klwines.com/p/i?i=1654050&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=234
"2021 Domaine Ferret Pouilly-Fuissé ""Cuvée Hors Classes Tournant de Pouilly""",1716242,$99.99,,https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1716242&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=235
